-832.1165424195, 472.2080492970, 0.0000000000
-832.1165424195, 472.2080492970, 0.0000000000
-837.3286734622, 473.7795861682, 0.0000000000
-837.3286734622, 473.7795861682, 0.0000000000
-846.5706888221, 476.4132742418, 0.0000000000
-846.5706888221, 476.4132742418, 0.0000000000
-862.8829052419, 480.5930823008, 0.0000000000
-862.8829052419, 480.5930823008, 0.0000000000
-877.1757619978, 483.7739035048, 0.0000000000
-877.1757619978, 483.7739035048, 0.0000000000
-891.3783377432, 486.4982881380, 0.0000000000
-891.3783377432, 486.4982881380, 0.0000000000
-909.1127642559, 489.3004654128, 0.0000000000
-909.1127642559, 489.3004654128, 0.0000000000
-923.0226362311, 491.0391573908, 0.0000000000
-923.0226362311, 491.0391573908, 0.0000000000
-940.7372768185, 492.6763443336, 0.0000000000
-940.7372768185, 492.6763443336, 0.0000000000
-962.8431563906, 493.8212917820, 0.0000000000
-962.8431563906, 493.8212917820, 0.0000000000
-988.9990797988, 493.8963038370, 0.0000000000
-988.9990797988, 493.8963038370, 0.0000000000
-1006.4639353060, 493.1746143773, 0.0000000000
-1006.4639353060, 493.1746143773, 0.0000000000
-1027.7184626950, 491.4583459468, 0.0000000000
-1027.7184626950, 491.4583459468, 0.0000000000
-1044.3502194695, 489.4679160423, 0.0000000000
-1044.3502194695, 489.4679160423, 0.0000000000
-1069.8095783420, 485.3024390843, 0.0000000000
-1069.8095783420, 485.3024390843, 0.0000000000
-1090.6421366663, 480.8654694534, 0.0000000000
-1090.6421366663, 480.8654694534, 0.0000000000
-1111.0388053465, 475.5980436746, 0.0000000000
-1111.0388053465, 475.5980436746, 0.0000000000
-1142.4925109282, 465.6107356629, 0.0000000000
-1142.4925109282, 465.6107356629, 0.0000000000
-1157.7592816946, 459.9103323905, 0.0000000000
-1157.7592816946, 459.9103323905, 0.0000000000
-1172.6308433017, 453.7951537911, 0.0000000000
-1172.6308433017, 453.7951537911, 0.0000000000
-1187.0872844050, 447.2969460236, 0.0000000000
-1187.0872844050, 447.2969460236, 0.0000000000
-1204.6427360191, 438.6363616494, 0.0000000000
-1204.6427360191, 438.6363616494, 0.0000000000
-1219.9500204053, 430.3587937652, 0.0000000000
-1219.9500204053, 430.3587937652, 0.0000000000
-1241.8534441484, 417.2539267073, 0.0000000000
-1241.8534441484, 417.2539267073, 0.0000000000
-1270.7904669481, 397.4353747763, 0.0000000000
-1270.7904669481, 397.4353747763, 0.0000000000
